speaker_name,amazon_url,product_id,wireless,bat_life,water_res,charging,special_feat,review_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",R2FT1Q3PSTEBWZ,5.0 out of 5 stars Huge bass for its size,Candyflipper,5,"The magnets on the 2 square woofers are huge so you know the speakers is going to have killer bass for its size. Better than JBL xtreme, and the light display is alot of fun. Too bad sony discontinued the xb43. It might have been their only bomb bt speaker. The rest of sony speakers are not nearly as good.","Reviewed in the United States March 30, 2024",AFBV46LCRJT7LNP37JZONEFD7SHA,TRUE,0,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",RBTRN7G6MZQDY,"5.0 out of 5 stars Liked my first XB43 so much, I bought a second!",Nick,5,"Decided to give the XB43 a try. Man, I wasn't disappointed. It has some good sound quality, great bass (even my friends complimented the bass for a portable speaker), and some amazing battery life. Plus... the lighting effects are very cool. I saw the built in party mode and stereo speaker options also (had no clue when I first bought it).Well, decided to bite the bullet and get one more. Not disappointed.... at ALL. I have both set up in stereo speaker mode. And together, they really do make it feel stereo - better than some normal speakers I have had. When in this mode, all the lighting effects sync up and do the same actions together (just in case you care about that type of thing). The battery life is pretty great... though I have noticed when using the extra functions it does drain a tad faster (don't worry, you are going to still have plenty of hours available even before you worry about needing a charge). The speakers also have the ability to allow you to plug something in and charge off of them, functioning like a portable battery pack (or an extra USB outlet if you are charging at the time).My only con I have noticed is the extra bass is almost TOO extra at times you want to play the music soft. Sometimes it can sound like a car rattling from bass when quiet. But it's usually on on songs that go way overboard on the bass (think EDM and such). Most of the time everything is perfect - and not enough downfall to affect my rating of the product.If you are on the fence about Sony speakers... don't be. It's been worth it!","Reviewed in the United States October 17, 2020",AFG4EVKBRYYUEZFT6IGZQAWRSJLA,TRUE,19,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",RIA70PQ4DKLB8,5.0 out of 5 stars Great compact unit!,pgsmith,5,"Bought this to use in a sauna. So far it’s been connected to an iPhone 8S, 6s & an HP Spectre Win10 laptop. The sound quality and amplification is very good - although it’s a bit heavy on the bass for my taste. With its integrated microphone it makes Zoom calls, Skype, WhatsApp & Signal calls (video & audio) much clearer, cleaner & crisper. It performs much better than the iPhones mic & speakers for a speakerphone call & blows away the Spectre’s Bang & Olafsun’s audio.So far (nearly 2 months) it’s been impervious to the sauna’s heat & humidity. It is surprisingly heavy - likely due to speakers’ magnets and the battery. A USB-C charging port & other ports are under a ~1”x3” rubber cover in the back. It can be used while it’s charging & I’ve yet to challenge the 24 hour advertised battery life.It features “disco” LEDs that can be (thankfully) turned off. It’s the size of a small loaf of bread - a bit bigger than a pound cake loaf. I place it over my 15”laptop’s trackpad & wrist rest where it fits perfectly & is just out off camera frame.It’d be better if it had an equalizer built in so I could turn the bass down. Yeah, it’s advertised as “bass boost” and it does deliver on that. But it was a good value on sale for $148 - so who cares about the extra bass?Downside? The rubber covered “touch” controls are a bit hard to feel in the dark. It’s hard to know if you’ve found the volume adjust buttons or the pause or bluetooth connect by touch. This is a minor annoyance.-not a deal killer.","Reviewed in the United States January 29, 2021",AEWS744PZBJ3XTNZIWUKH4BAQZGQ,TRUE,4,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",R3F0JMUP7PR211,5.0 out of 5 stars Merchant provided product as represented. Happy with purchase!,Amazon Customer,5,Everything was as presented and great quality!,"Reviewed in the United States June 5, 2024",AGRSD3Y53V6U2NQJCD2ETDVI5IMQ,TRUE,0,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",R34BR988LX0UQT,5.0 out of 5 stars Best bluetooth speaker I've ever used definitely recommend,Charlie Phoenix,5,"Best bluetooth speaker I've ever used. Love the fact you can put it on it's side or horizontally. Love using LDAC which provides better clarity of vocals during bassy parts of songs. And the LDAC support really helps bring Tidals Hi Fi quality to a speaker i can bring to family gatherings or listen to on the weekends when my sound system may seem a little too loud and overwhelming or just want to have the game sound coming out my sound system and the music in my background. If you want to get the best of it i suggest downloading the app for it and putting up the sliders to the max and maybe bringing down the mid and treble a little beneath the max bass if you want more bass emphasis without losing the mids and highs as much. I wish there was more sub bass sound out of this speaker (deeper bass) . It certainly gets loud enough for my liking, for medium to small living rooms but never have tried outside or in bigger spaces so haven't needed to go above 60% volume. It sounds pretty clear and has good bass especially on it's side but don't expect this speaker to give you the bass of a subwoofer and make your eardrums vibrate. In a room with a bunch of electronics and Wi-Fi devices i have experienced skipping but only on sound quality mode if you experience this definitely switch it to prioritize connection and you'll be okay. I look forward to the next model and hope it has more bass.","Reviewed in the United States January 27, 2021",AHKYMGL677UYHMKMW6M57V4DXHZQ,TRUE,0,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",R3NJO9FGUJ4MZB,5.0 out of 5 stars Very nice Bluetooth speaker,PeacefulPatty,5,"I wanted a nice sounding speaker for use in my kitchen/dining area to be used with the Alexa Echo. I have purchased several of the highest rated Bluetooth speakers on Amazon including the Bose 700 sound bar (what a disappointment) the upgraded Echo ""ball"" (terrible voice recognition) and several Anchor USB speakers (tinny sounding) . This was by far the best sounding. The base is tight without booming and the mid range response is very good. The high end is not too sharp or annoying like some speakers. I can really hear words and music clearly on this speaker and the base is very good. I could tell this was a good speaker as soon as I opened the box.. very heavy- which to me usually means not a cheap piece of plastic. Another reason why i like it is it doesn't auto power off when you are not using the Alexa Echo so its always ready. I keep mine plugged in and it sits on the half wall between my kitchen and my living room. It's very unobtrusive and is not too noticeable. Im going to purchase another one and pair them so I can have stereo sound. If you are looking for a good speaker, this is it. Mine was on sale for $145 which makes it a very good price for a good speaker.. My advise: Don't waste your time and money on the other cheap USB speakers. go for the ""gold"" standard SONY. BTW, the party light feature can be turned off.. nice for use old guys...","Reviewed in the United States November 29, 2020",AHZM5AKX5UO7KGJCBJOO5YGOLENA,TRUE,2,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",R1BZXAECKL6ECR,"4.0 out of 5 stars Decent, not as great as I had hoped",Futbol93,4,I like other Sony speakers more in terms of sound quality. It is a bit pricy for what it is. I didn't think the bass was all that great.,"Reviewed in the United States December 30, 2023",AFYU35HRFBWOYAM55NBC5S47C3PA,TRUE,1,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",R12RH75JMIHCD,2.0 out of 5 stars Extremely inconvenient to use as computer speakers because of deficient software,Mark B,2,"I regret buying these speakers because there appears to be no way whatsoever to adjust the sound equalization/bass boost settings on two speakers at once when using as stereo computer speakers. You have to adjust the sound individually for each speaker. I'm giving them two stars because of all of the time I've had to spend trying to troubleshoot this to no avail.The problem here is that you have to use the phone app to change sound settings on the speakers. There is no corresponding computer app so no way to do that from the computer when the computer is connected to the speakers via Bluetooth. But as soon as you use your phone to connect via Bluetooth to change the sound settings, it drops the Bluetooth connection from the computer! GAAAAH! So you go buy audio cables and splitters so you can split the left and right audio out from the computer to the corresponding left and right speakers so you don't have to use Bluetooth audio. So now you can connect to the speakers with Bluetooth to change audio settings... but only one speaker at a time, never both at the same time, not to mention the fact that you've lost the convenience of them being Bluetooth speakers in the first place!Now, you might think if you use the phone app to group the speakers into a stereo pair then you can adjust the settings for both speakers at once, right? Nope. Doing that completely cuts off the audio jacks from the computer and switches the audio input to Bluetooth from the phone.The developers have confused and entangled two completely different concepts of control input vs audio input. If these were Bluetooth only speakers and there was a computer app that you could use to adjust settings, then that would be fine. But they are not. They are Bluetooth and audio jack speakers so there should be some way to use these speakers as a stereo pair via the audio jacks and adjust the sound settings for both speakers at once. In every way it feels like these speakers started out as Bluetooth speakers and then at the last minute someone through some audio jacks on them without bothering to actually modify the software support that in any intelligible and reasonable manner. It's pretty obvious that nobody on the Q/A team actually tried to use these speakers as computer speakers because these problems would have been immediately apparent. Or if they did and they reported these glaring defects, then some product owners or business managers must have decided to not spend the time and money to correct these issues.You might think I'm being overly harsh since there is a work around of just adjusting the sound individually, but that is a real pain because when you have two speakers, in the Sony software they both have the exact same name, so it is impossible to tell which one is which! And besides, why should I have to do that anyway? I paid close to $500 for this pair of speakers. At that price range I expect the associated software to be of commensurate quality and this software is simply not there yet. It does not deserve to bear the Sony name in its current state. But in the end, the longer this issue remains unfixed (it's been several months now and I've kept the software updated) my impression of the Sony brand is rapidly deteriorating anyway.","Reviewed in the United States February 10, 2021",AFVUQYINL4K7JYZDS7D7RJ5NH4LA,TRUE,4,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",ROLPOXSUMU5UZ,4.0 out of 5 stars Awesome,phil,4,"So I bought a pair of the XB43s, ordering them a day apart, unsure, but with the stereo pair option, this didnt seem an option and I manned up and ordered a second to make a pair, one black and one blue, so that I could easily identify them as the internal battery is the main component in this items viability and lifespan, so, this review wont be verified for a few years in that department. Other wise, I am amazed at the sound quality and the initial battery life so far shows good life. Operation is a breeze even though my phone is too old to download the sony app, no problem with good controls on the speakers. If you are not going portable, you dont need these. I am going portable with these, ice shanty on a frozen lake portable and I cant wait to cause trouble on the quiet lake with these speakers as they are capable of doing so. As for battery life and span, I will report back next year. Again, these speakers sound amazing and while I was expecting a lot, considering the price, they have exceeded my expectations in the sound category and with a pair to stereo pair them so a must so, buy a pair and rock on, and dont drop them as they are not easily gripped. Dont drop the speakers, seriously. Go batteries!!","Reviewed in the United States November 21, 2020",AHEFPUYKPGNFKU7I63667ND7JPTA,TRUE,2,Color: BluePattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",RKBB2XVGUDIC,5.0 out of 5 stars Amazing quality speaker,Michael sargent,5,"This speaker definitely competes with jbl and bose brand speakers. I am a warehouse worker that bought this speaker to listen to music while working, and this speaker has definitely surpassed my expectations! Not only is the quality of the sound amazing, but when base heavy songs come on, the base doesn't affect the quality of the song at all. Plus this speaker can drown out other speakers near it when turned up. The battery life is amazing too! When fully charged, this speaker can last a 10 hour shift with no lights on and no base boost, and still have more than 50 percent left on its charge. And it has a built in USB port so you can charge your device if you needed too. The Sony music app also adds to the experience allowing you to change the lighting pattern, and also allowing you to turn on different features of the speaker without having to actually be at the speaker.","Reviewed in the United States December 14, 2022",AGKUTBFND3G6LKDAOZWPDIZO4NRA,TRUE,4,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",R1V9ZGVSRFHGOV,5.0 out of 5 stars Incredible sound. Incredible bass. Bluetooth is great. Aux port is great. Samsung/iPhone flawless,Cajingo,5,"Tested on Samsung tablet, Samsung Galaxy 8, iPhone 11. Bluetooth connects fast and super easy. Auxiliary connection had no noticeable loss in sound quality (the bluetooth audio usually sounds better than Aux on these types of speakers). I bought mine ""refurbished."" My guess is someone returned this either because it had too much bass or because it was too heavy. I'm pretty sure this thing is more than 5lbs. There's no handle, so you cannot carry it around easily. I'm not fooling with the Sony apps for this speaker. The default bass setting was fine for me. Plus, you can adjust the equalizer on the phone or in Spotify if you want less bass. This is my 5th bluetooth speaker (see my profile). It is now my main speaker for the outside porch. I have no regrets and nothing negative to say about this product.","Reviewed in the United States February 21, 2023",AH7R5KV5YWVJQUXHUX2LR56ASWMA,TRUE,2,Color: BluePattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",R3R13W9YB8O7IT,"5.0 out of 5 stars Huge, fantastic sound",Geoffrey S. Erickson,5,"I wanted something better than my Oontz Angle 3, so I picked up one of these. I stupidly thought it was about the same size and weight without looking at the details.Boy was I wrong. This speaker is much larger than I expected, and it's heavy too. I won't be lugging this around anywhere without a car.The sound is fantastic. Nice, deep bass, louder than I think I'd ever need, highs are clear. I use an android phone and enabled LDAC - made a big difference in sound quality. Lighting is very cool, changes depending on what is coming out of the speakers.No connection issues, but I've only used it indoors with my phone just a few feet away. Sometimes 10 seconds after playing something the audio skips for an instant, but it only happens once and I'm not sure if that's the speaker or my phone.Incredibly happy with this speaker. I see the 'ST PAIR' button on the back and almost want to buy a 2nd one just to try it out.","Reviewed in the United States March 27, 2022",AGXFQUEFL2HOCKB7KU7Q27HJO6NA,TRUE,1,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",R340PTHSHJLO2A,"4.0 out of 5 stars No the best, no the worst",P.O.P.,4,"I hardly write reviews anymore, but in the case of the Sony XB43 I will do an exception. I bought these speakers (I bought 2 of them) because of the Sony name brand. It has always been a good brand for sound. The sound quality is ok, its not the best or the worst. I am sure you can get a higher definition in a BOSE or SONOS but the price point is the lowest for the XB43. Hence, my review of this speaker. I bought these speakers in an Amazon Epic Deal, which cut the price to $148.00 from the regular price of $248.00. In my opinion the speakers are really good at $148.00 but you can find better at $248.00. Why the four stars if I bought them at $148.00? because you can turn them OFF from your phone (Sony music APP) but not ON. When you have one, it is not a problem, but when you set them as a pair (which you can and it is the reason of buying two of these) you have to go to both speakers to physically turn them ON, which is not cool since I have them set up in different rooms. If you can turn them OFF, why not also turn them ON.","Reviewed in the United States November 10, 2020",AGE47EYFJDDYKZ4Z2OUJO5HWMUEA,TRUE,4,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",R24G8XXHCZUXSQ,4.0 out of 5 stars Better than JBL Extreme,Amazon Customer,4,"Speakers are obviously subjective. JBL Extreme and similar JBL smaller speakers are outlandishly overpriced, the Extreme 3 almost $400 retail and still usually above or around $300 as I write this review. The Extreme 2 is comparable in price to this speaker, I own the E2, like it don't love it, and was torn between getting a second Extreme 2 to use 2 at once, or the Sony. The Sony has newer Bluetooth, lights, adjustable EQ, USB-C charging, etc. Can't ignore that value proposition. But the main reason I got the Sony is sound was supposedly better. It is. Voices and non-guttural music are noticeably clearer than on JBL right out of box. This includes classical music, Enya, and voices on TV shows. JBLs are certainly better for loud rap, but I'll take the modest hit in loudness for superior and more balanced sound and the far better feature set--especially ability to tweak sound via EQ.","Reviewed in the United States July 1, 2022",AH3E73KTKJSIHRLMDDX4KKYI7OXA,TRUE,5,Color: BlackPattern: SRS-XB43 Speaker
Sony SRS-XB43 EXTRA BASS,https://www.amazon.com/Sony-SRS-XB43-Wireless-Waterproof-BLUETOOTH/dp/B086D1RTCZ/ref=sr_1_1?crid=1H1CURHHSULQA&dib=eyJ2IjoiMSJ9.qdsAu4T5DFuEi5wMNyZOsQ_OJdNkjg7Il8hRl_dhz3QeOIEfqdPg_1f29cfPHWYXv1np9zCjP6j4880Uk5OUA8pYxIN7cd0Mrb8Z6FzlKtw.ZBRSZO1kxnouJ1Kx70c3iJPUf4pgLnul1Z-ie6TDrC8&dib_tag=se&keywords=Sony+SRS-XB43+EXTRA+BASS&qid=1728136819&sprefix=%2Caps%2C300&sr=8-1,B086D1RTCZ,Yes,Up to 24 hours,IP67,Built-in power bank,"EXTRA BASS, Dual passive radiators, Waterproof and dustproof",R2LSUMZCU8GFH2,5.0 out of 5 stars Great sound for the small size.,justmeinputting,5,"We have this in our bathroom for my 14 & 16 YO Boys. It has great volume, sound quality and battery life. The LED lights make it interesting. It is connected via Bluetooth to an older Ipad we only use for music, and a music service. The volume is controlled either from the device itself or the iPad. The old Milwaukee industrial one we had would start to auto play when the Bluetooth connected and had a 2 tone alert to signify the device was connected to the player. This one Plays ""BLUETOOTH CONNECTED"" And the play button needs to be pressed. No big deal My boys figured this out quickly. It is portable so they can take it to other rooms or outside, if that happens the other one doesn't have music for their showers, Etc.","Reviewed in the United States February 23, 2023",AGCTBDJ3XUH4YCX4KJFLVRANCBGA,TRUE,0,Color: BlackPattern: SRS-XB43 Speaker
